RegionID,SizeRank,RegionName,StateName,RegionName,,Zillow Link
394484,79,"ColoradoSprings,CO",CO,ColoradoSprings,CO,https://www.zillow.com/ColoradoSprings-CO
394485,217,"Columbia,MO",MO,Columbia,MO,https://www.zillow.com/Columbia-MO
394486,69,"Columbia,SC",SC,Columbia,SC,https://www.zillow.com/Columbia-SC
394488,161,"Columbus,GA",GA,Columbus,GA,https://www.zillow.com/Columbus-GA
394489,425,"Columbus,IN",IN,Columbus,IN,https://www.zillow.com/Columbus-IN
394492,32,"Columbus,OH",OH,Columbus,OH,https://www.zillow.com/Columbus-OH
394495,350,"Cookeville,TN",TN,Cookeville,TN,https://www.zillow.com/Cookeville-TN
394501,405,"Corning,NY",NY,Corning,NY,https://www.zillow.com/Corning-NY
394502,126,"CorpusChristi,TX",TX,CorpusChristi,TX,https://www.zillow.com/CorpusChristi-TX
394503,589,"Corsicana,TX",TX,Corsicana,TX,https://www.zillow.com/Corsicana-TX
394505,406,"Corvallis,OR",OR,Corvallis,OR,https://www.zillow.com/Corvallis-OR
394507,709,"Crawfordsville,IN",IN,Crawfordsville,IN,https://www.zillow.com/Crawfordsville-IN
753875,170,"Crestview,FL",FL,Crestview,FL,https://www.zillow.com/Crestview-FL
394509,517,"Crossville,TN",TN,Crossville,TN,https://www.zillow.com/Crossville-TN
394513,399,"Cumberland,MD",MD,Cumberland,MD,https://www.zillow.com/Cumberland-MD
394514,4,"Dallas,TX",TX,Dallas,TX,https://www.zillow.com/Dallas-TX
394516,462,"Danville,IL",IL,Danville,IL,https://www.zillow.com/Danville-IL
394519,202,"Daphne,AL",AL,Daphne,AL,https://www.zillow.com/Daphne-AL
394520,144,"Davenport,IA",IL,Davenport,IA,https://www.zillow.com/Davenport-IA
394523,278,"Decatur,AL",AL,Decatur,AL,https://www.zillow.com/Decatur-AL
394524,375,"Decatur,IL",IL,Decatur,IL,https://www.zillow.com/Decatur-IL
394528,86,"Deltona,FL",FL,Deltona,FL,https://www.zillow.com/Deltona-FL
394530,19,"Denver,CO",CO,Denver,CO,https://www.zillow.com/Denver-CO
394531,82,"DesMoines,IA",IA,DesMoines,IA,https://www.zillow.com/DesMoines-IA
394532,14,"Detroit,MI",MI,Detroit,MI,https://www.zillow.com/Detroit-MI
394537,287,"Dothan,AL",AL,Dothan,AL,https://www.zillow.com/Dothan-AL
394539,237,"Dover,DE",DE,Dover,DE,https://www.zillow.com/Dover-DE
394541,449,"DuBois,PA",PA,DuBois,PA,https://www.zillow.com/DuBois-PA
394543,171,"Duluth,MN",MN,Duluth,MN,https://www.zillow.com/Duluth-MN
394547,548,"Durango,CO",CO,Durango,CO,https://www.zillow.com/Durango-CO
394549,91,"Durham,NC",NC,Durham,NC,https://www.zillow.com/Durham-NC
394553,255,"EastStroudsburg,PA",PA,EastStroudsburg,PA,https://www.zillow.com/EastStroudsburg-PA
394554,728,"Easton,MD",MD,Easton,MD,https://www.zillow.com/Easton-MD
394555,256,"EauClaire,WI",WI,EauClaire,WI,https://www.zillow.com/EauClaire-WI
394559,240,"ElCentro,CA",CA,ElCentro,CA,https://www.zillow.com/ElCentro-CA
394561,71,"ElPaso,TX",TX,ElPaso,TX,https://www.zillow.com/ElPaso-TX
394562,573,"ElizabethCity,NC",NC,ElizabethCity,NC,https://www.zillow.com/ElizabethCity-NC
394563,275,"Elizabethtown,KY",KY,Elizabethtown,KY,https://www.zillow.com/Elizabethtown-KY
394565,220,"Elkhart,IN",IN,Elkhart,IN,https://www.zillow.com/Elkhart-IN
394571,577,"Enterprise,AL",AL,Enterprise,AL,https://www.zillow.com/Enterprise-AL
394572,182,"Erie,PA",PA,Erie,PA,https://www.zillow.com/Erie-PA
394576,143,"Eugene,OR",OR,Eugene,OR,https://www.zillow.com/Eugene-OR
394577,317,"Eureka,CA",CA,Eureka,CA,https://www.zillow.com/Eureka-CA
394579,162,"Evansville,IN",IN,Evansville,IN,https://www.zillow.com/Evansville-IN
394585,193,"Fargo,ND",ND,Fargo,ND,https://www.zillow.com/Fargo-ND
394586,490,"Faribault,MN",MN,Faribault,MN,https://www.zillow.com/Faribault-MN
394588,335,"Farmington,NM",NM,Farmington,NM,https://www.zillow.com/Farmington-NM
394590,103,"Fayetteville,AR",AR,Fayetteville,AR,https://www.zillow.com/Fayetteville-AR
394589,108,"Fayetteville,NC",NC,Fayetteville,NC,https://www.zillow.com/Fayetteville-NC
394591,530,"FergusFalls,MN",MN,FergusFalls,MN,https://www.zillow.com/FergusFalls-MN
394592,537,"Fernley,NV",NV,Fernley,NV,https://www.zillow.com/Fernley-NV
394593,460,"Findlay,OH",OH,Findlay,OH,https://www.zillow.com/Findlay-OH
394595,302,"Flagstaff,AZ",AZ,Flagstaff,AZ,https://www.zillow.com/Flagstaff-AZ
394596,134,"Flint,MI",MI,Flint,MI,https://www.zillow.com/Flint-MI
394598,290,"Florence,AL",AL,Florence,AL,https://www.zillow.com/Florence-AL
394597,223,"Florence,SC",SC,Florence,SC,https://www.zillow.com/Florence-SC
394599,376,"FondduLac,WI",WI,FondduLac,WI,https://www.zillow.com/FondduLac-WI
394600,491,"ForestCity,NC",NC,ForestCity,NC,https://www.zillow.com/ForestCity-NC
394602,150,"FortCollins,CO",CO,FortCollins,CO,https://www.zillow.com/FortCollins-CO
394609,192,"FortSmith,AR",AR,FortSmith,AR,https://www.zillow.com/FortSmith-AR
394612,133,"FortWayne,IN",IN,FortWayne,IN,https://www.zillow.com/FortWayne-IN
394614,466,"Frankfort,KY",KY,Frankfort,KY,https://www.zillow.com/Frankfort-KY
394616,659,"Freeport,IL",IL,Freeport,IL,https://www.zillow.com/Freeport-IL
394617,742,"Fremont,NE",NE,Fremont,NE,https://www.zillow.com/Fremont-NE
394619,55,"Fresno,CA",CA,Fresno,CA,https://www.zillow.com/Fresno-CA
394620,380,"Gadsden,AL",AL,Gadsden,AL,https://www.zillow.com/Gadsden-AL
394621,544,"Gaffney,SC",SC,Gaffney,SC,https://www.zillow.com/Gaffney-SC
394622,155,"Gainesville,FL",FL,Gainesville,FL,https://www.zillow.com/Gainesville-FL
394623,219,"Gainesville,GA",GA,Gainesville,GA,https://www.zillow.com/Gainesville-GA
394624,679,"Gainesville,TX",TX,Gainesville,TX,https://www.zillow.com/Gainesville-TX
394629,509,"Georgetown,SC",SC,Georgetown,SC,https://www.zillow.com/Georgetown-SC
753881,450,"GlenwoodSprings,CO",CO,GlenwoodSprings,CO,https://www.zillow.com/GlenwoodSprings-CO
394635,334,"Goldsboro,NC",NC,Goldsboro,NC,https://www.zillow.com/Goldsboro-NC
394637,385,"GrandForks,ND",MN,GrandForks,ND,https://www.zillow.com/GrandForks-ND
394639,273,"GrandJunction,CO",CO,GrandJunction,CO,https://www.zillow.com/GrandJunction-CO
394640,51,"GrandRapids,MI",MI,GrandRapids,MI,https://www.zillow.com/GrandRapids-MI
394641,413,"GrantsPass,OR",OR,GrantsPass,OR,https://www.zillow.com/GrantsPass-OR
394644,440,"GreatFalls,MT",MT,GreatFalls,MT,https://www.zillow.com/GreatFalls-MT
394645,154,"Greeley,CO",CO,Greeley,CO,https://www.zillow.com/Greeley-CO
394646,159,"GreenBay,WI",WI,GreenBay,WI,https://www.zillow.com/GreenBay-WI
394648,76,"Greensboro,NC",NC,Greensboro,NC,https://www.zillow.com/Greensboro-NC
394651,238,"Greenville,NC",NC,Greenville,NC,https://www.zillow.com/Greenville-NC
394653,60,"Greenville,SC",SC,Greenville,SC,https://www.zillow.com/Greenville-SC
394654,720,"Greenwood,MS",MS,Greenwood,MS,https://www.zillow.com/Greenwood-MS
394660,169,"Hagerstown,MD",MD,Hagerstown,MD,https://www.zillow.com/Hagerstown-MD
394661,312,"Hammond,LA",LA,Hammond,LA,https://www.zillow.com/Hammond-LA
394662,279,"Hanford,CA",CA,Hanford,CA,https://www.zillow.com/Hanford-CA
394666,98,"Harrisburg,PA",PA,Harrisburg,PA,https://www.zillow.com/Harrisburg-PA
394668,314,"Harrisonburg,VA",VA,Harrisonburg,VA,https://www.zillow.com/Harrisonburg-VA
394669,48,"Hartford,CT",CT,Hartford,CT,https://www.zillow.com/Hartford-CT
394674,452,"Heber,UT",UT,Heber,UT,https://www.zillow.com/Heber-UT
394675,435,"Helena,MT",MT,Helena,MT,https://www.zillow.com/Helena-MT
753887,411,"Hermiston,OR",OR,Hermiston,OR,https://www.zillow.com/Hermiston-OR
394679,147,"Hickory,NC",NC,Hickory,NC,https://www.zillow.com/Hickory-NC
394681,203,"HiltonHeadIsland,SC",SC,HiltonHeadIsland,SC,https://www.zillow.com/HiltonHeadIsland-SC
394682,431,"Hinesville,GA",GA,Hinesville,GA,https://www.zillow.com/Hinesville-GA
394689,386,"HotSprings,AR",AR,HotSprings,AR,https://www.zillow.com/HotSprings-AR
394692,5,"Houston,TX",TX,Houston,TX,https://www.zillow.com/Houston-TX
394697,151,"Huntington,WV",OH,Huntington,WV,https://www.zillow.com/Huntington-WV
394698,115,"Huntsville,AL",AL,Huntsville,AL,https://www.zillow.com/Huntsville-AL
394699,473,"Huntsville,TX",TX,Huntsville,TX,https://www.zillow.com/Huntsville-TX
394703,274,"IdahoFalls,ID",ID,IdahoFalls,ID,https://www.zillow.com/IdahoFalls-ID
394704,429,"Indiana,PA",PA,Indiana,PA,https://www.zillow.com/Indiana-PA
394705,33,"Indianapolis,IN",IN,Indianapolis,IN,https://www.zillow.com/Indianapolis-IN
394707,247,"IowaCity,IA",IA,IowaCity,IA,https://www.zillow.com/IowaCity-IA
394709,383,"Ithaca,NY",NY,Ithaca,NY,https://www.zillow.com/Ithaca-NY
394710,271,"Jackson,MI",MI,Jackson,MI,https://www.zillow.com/Jackson-MI
394711,97,"Jackson,MS",MS,Jackson,MS,https://www.zillow.com/Jackson-MS
394712,243,"Jackson,TN",TN,Jackson,TN,https://www.zillow.com/Jackson-TN
394714,39,"Jacksonville,FL",FL,Jacksonville,FL,https://www.zillow.com/Jacksonville-FL
394716,224,"Jacksonville,NC",NC,Jacksonville,NC,https://www.zillow.com/Jacksonville-NC
394719,328,"Jamestown,NY",NY,Jamestown,NY,https://www.zillow.com/Jamestown-NY
394720,267,"Janesville,WI",WI,Janesville,WI,https://www.zillow.com/Janesville-WI
394723,288,"JeffersonCity,MO",MO,JeffersonCity,MO,https://www.zillow.com/JeffersonCity-MO
753893,456,"Jefferson,GA",GA,Jefferson,GA,https://www.zillow.com/Jefferson-GA
394726,222,"JohnsonCity,TN",TN,JohnsonCity,TN,https://www.zillow.com/JohnsonCity-TN
394728,315,"Jonesboro,AR",AR,Jonesboro,AR,https://www.zillow.com/Jonesboro-AR
394729,241,"Joplin,MO",MO,Joplin,MO,https://www.zillow.com/Joplin-MO
394732,184,"Kalamazoo,MI",MI,Kalamazoo,MI,https://www.zillow.com/Kalamazoo-MI
394733,370,"Kalispell,MT",MT,Kalispell,MT,https://www.zillow.com/Kalispell-MT
394734,363,"Kankakee,IL",IL,Kankakee,IL,https://www.zillow.com/Kankakee-IL
394735,31,"KansasCity,MO",MO,KansasCity,MO,https://www.zillow.com/KansasCity-MO
394741,166,"Kennewick,WA",WA,Kennewick,WA,https://www.zillow.com/Kennewick-WA
394742,579,"Kerrville,TX",TX,Kerrville,TX,https://www.zillow.com/Kerrville-TX
394744,467,"KeyWest,FL",FL,KeyWest,FL,https://www.zillow.com/KeyWest-FL
394746,119,"Killeen,TX",TX,Killeen,TX,https://www.zillow.com/Killeen-TX
394747,165,"Kingsport,TN",TN,Kingsport,TN,https://www.zillow.com/Kingsport-TN
394748,245,"Kingston,NY",NY,Kingston,NY,https://www.zillow.com/Kingston-NY
394752,484,"KlamathFalls,OR",OR,KlamathFalls,OR,https://www.zillow.com/KlamathFalls-OR
394753,64,"Knoxville,TN",TN,Knoxville,TN,https://www.zillow.com/Knoxville-TN
394755,433,"Kokomo,IN",IN,Kokomo,IN,https://www.zillow.com/Kokomo-IN
394756,311,"LaCrosse,WI",WI,LaCrosse,WI,https://www.zillow.com/LaCrosse-WI
753895,198,"Lafayette,IN",IN,Lafayette,IN,https://www.zillow.com/Lafayette-IN
394762,374,"LaGrange,GA",GA,LaGrange,GA,https://www.zillow.com/LaGrange-GA
394763,216,"LakeCharles,LA",LA,LakeCharles,LA,https://www.zillow.com/LakeCharles-LA
394765,212,"LakeHavasuCity,AZ",AZ,LakeHavasuCity,AZ,https://www.zillow.com/LakeHavasuCity-AZ
394766,81,"Lakeland,FL",FL,Lakeland,FL,https://www.zillow.com/Lakeland-FL
394768,105,"Lancaster,PA",PA,Lancaster,PA,https://www.zillow.com/Lancaster-PA
394770,104,"Lansing,MI",MI,Lansing,MI,https://www.zillow.com/Lansing-MI
394775,27,"LasVegas,NV",NV,LasVegas,NV,https://www.zillow.com/LasVegas-NV
394778,340,"Lawrence,KS",KS,Lawrence,KS,https://www.zillow.com/Lawrence-KS
394780,327,"Lawton,OK",OK,Lawton,OK,https://www.zillow.com/Lawton-OK
394783,304,"Lebanon,PA",PA,Lebanon,PA,https://www.zillow.com/Lebanon-PA
394788,364,"Lewiston,ME",ME,Lewiston,ME,https://www.zillow.com/Lewiston-ME
394792,109,"Lexington,KY",KY,Lexington,KY,https://www.zillow.com/Lexington-KY
394794,381,"Lima,OH",OH,Lima,OH,https://www.zillow.com/Lima-OH
394796,152,"Lincoln,NE",NE,Lincoln,NE,https://www.zillow.com/Lincoln-NE
394798,80,"LittleRock,AR",AR,LittleRock,AR,https://www.zillow.com/LittleRock-AR
394800,299,"Logan,UT",UT,Logan,UT,https://www.zillow.com/Logan-UT
394804,360,"Longview,WA",WA,Longview,WA,https://www.zillow.com/Longview-WA
753899,2,"LosAngeles,CA",CA,LosAngeles,CA,https://www.zillow.com/LosAngeles-CA
394807,46,"Louisville,KY",KY,Louisville,KY,https://www.zillow.com/Louisville-KY
394808,157,"Lubbock,TX",TX,Lubbock,TX,https://www.zillow.com/Lubbock-TX
394810,323,"Lumberton,NC",NC,Lumberton,NC,https://www.zillow.com/Lumberton-NC
394811,187,"Lynchburg,VA",VA,Lynchburg,VA,https://www.zillow.com/Lynchburg-VA
394813,201,"Macon,GA",GA,Macon,GA,https://www.zillow.com/Macon-GA
394814,270,"Madera,CA",CA,Madera,CA,https://www.zillow.com/Madera-CA
394816,89,"Madison,WI",WI,Madison,WI,https://www.zillow.com/Madison-WI
394820,132,"Manchester,NH",NH,Manchester,NH,https://www.zillow.com/Manchester-NH
394821,322,"Manhattan,KS",KS,Manhattan,KS,https://www.zillow.com/Manhattan-KS
394822,447,"Manitowoc,WI",WI,Manitowoc,WI,https://www.zillow.com/Manitowoc-WI
394823,378,"Mankato,MN",MN,Mankato,MN,https://www.zillow.com/Mankato-MN
394824,344,"Mansfield,OH",OH,Mansfield,OH,https://www.zillow.com/Mansfield-OH
753903,525,"Marietta,OH",OH,Marietta,OH,https://www.zillow.com/Marietta-OH
394825,512,"Marinette,WI",WI,Marinette,WI,https://www.zillow.com/Marinette-WI
394826,497,"Marion,IN",IN,Marion,IN,https://www.zillow.com/Marion-IN
394843,65,"McAllen,TX",TX,McAllen,TX,https://www.zillow.com/McAllen-TX
394847,428,"Meadville,PA",PA,Meadville,PA,https://www.zillow.com/Meadville-PA
394848,206,"Medford,OR",OR,Medford,OR,https://www.zillow.com/Medford-OR
394849,43,"Memphis,TN",TN,Memphis,TN,https://www.zillow.com/Memphis-TN
394851,175,"Merced,CA",CA,Merced,CA,https://www.zillow.com/Merced-CA
394856,7,"Miami,FL",FL,Miami,FL,https://www.zillow.com/Miami-FL
394857,362,"MichiganCity,IN",IN,MichiganCity,IN,https://www.zillow.com/MichiganCity-IN
394859,430,"Midland,MI",MI,Midland,MI,https://www.zillow.com/Midland-MI
394860,236,"Midland,TX",TX,Midland,TX,https://www.zillow.com/Midland-TX
394861,574,"Milledgeville,GA",GA,Milledgeville,GA,https://www.zillow.com/Milledgeville-GA
394862,40,"Milwaukee,WI",WI,Milwaukee,WI,https://www.zillow.com/Milwaukee-WI
394865,16,"Minneapolis,MN",MN,Minneapolis,MN,https://www.zillow.com/Minneapolis-MN
394867,341,"Missoula,MT",MT,Missoula,MT,https://www.zillow.com/Missoula-MT
394870,127,"Mobile,AL",AL,Mobile,AL,https://www.zillow.com/Mobile-AL
394871,102,"Modesto,CA",CA,Modesto,CA,https://www.zillow.com/Modesto-CA
394872,228,"Monroe,LA",LA,Monroe,LA,https://www.zillow.com/Monroe-LA
394873,286,"Monroe,MI",MI,Monroe,MI,https://www.zillow.com/Monroe-MI
394875,146,"Montgomery,AL",AL,Montgomery,AL,https://www.zillow.com/Montgomery-AL
394876,612,"Montrose,CO",CO,Montrose,CO,https://www.zillow.com/Montrose-CO
394877,482,"MoreheadCity,NC",NC,MoreheadCity,NC,https://www.zillow.com/MoreheadCity-NC
394879,306,"Morgantown,WV",WV,Morgantown,WV,https://www.zillow.com/Morgantown-WV
394880,300,"Morristown,TN",TN,Morristown,TN,https://www.zillow.com/Morristown-TN
394885,483,"MountPleasant,MI",MI,MountPleasant,MI,https://www.zillow.com/MountPleasant-MI
394887,622,"MountSterling,KY",KY,MountSterling,KY,https://www.zillow.com/MountSterling-KY
394890,321,"MountVernon,WA",WA,MountVernon,WA,https://www.zillow.com/MountVernon-WA
394891,675,"MountainHome,AR",AR,MountainHome,AR,https://www.zillow.com/MountainHome-AR
394892,830,"MountainHome,ID",ID,MountainHome,ID,https://www.zillow.com/MountainHome-ID
394893,356,"Muncie,IN",IN,Muncie,IN,https://www.zillow.com/Muncie-IN
394894,695,"Murray,KY",KY,Murray,KY,https://www.zillow.com/Murray-KY
394896,248,"Muskegon,MI",MI,Muskegon,MI,https://www.zillow.com/Muskegon-MI
394897,489,"Muskogee,OK",OK,Muskogee,OK,https://www.zillow.com/Muskogee-OK
394898,110,"MyrtleBeach,SC",SC,MyrtleBeach,SC,https://www.zillow.com/MyrtleBeach-SC
394900,313,"Napa,CA",CA,Napa,CA,https://www.zillow.com/Napa-CA
394901,139,"Naples,FL",FL,Naples,FL,https://www.zillow.com/Naples-FL
394902,36,"Nashville,TN",TN,Nashville,TN,https://www.zillow.com/Nashville-TN
394905,336,"NewBern,NC",NC,NewBern,NC,https://www.zillow.com/NewBern-NC
394906,614,"NewCastle,IN",IN,NewCastle,IN,https://www.zillow.com/NewCastle-IN
394907,422,"NewCastle,PA",PA,NewCastle,PA,https://www.zillow.com/NewCastle-PA
394908,68,"NewHaven,CT",CT,NewHaven,CT,https://www.zillow.com/NewHaven-CT
394910,45,"NewOrleans,LA",LA,NewOrleans,LA,https://www.zillow.com/NewOrleans-LA
394913,1,"NewYork,NY",NY,NewYork,NY,https://www.zillow.com/NewYork-NY
394917,276,"Niles,MI",MI,Niles,MI,https://www.zillow.com/Niles-MI
753906,67,"NorthPort,FL",FL,NorthPort,FL,https://www.zillow.com/NorthPort-FL
394923,540,"Norwalk,OH",OH,Norwalk,OH,https://www.zillow.com/Norwalk-OH
394924,186,"Norwich,CT",CT,Norwich,CT,https://www.zillow.com/Norwich-CT
394927,145,"Ocala,FL",FL,Ocala,FL,https://www.zillow.com/Ocala-FL
394928,409,"OceanCity,NJ",NJ,OceanCity,NJ,https://www.zillow.com/OceanCity-NJ
394930,262,"Odessa,TX",TX,Odessa,TX,https://www.zillow.com/Odessa-TX
394931,85,"Ogden,UT",UT,Ogden,UT,https://www.zillow.com/Ogden-UT
394932,367,"Ogdensburg,NY",NY,Ogdensburg,NY,https://www.zillow.com/Ogdensburg-NY
394935,41,"OklahomaCity,OK",OK,OklahomaCity,OK,https://www.zillow.com/OklahomaCity-OK
394938,57,"Omaha,NE",NE,Omaha,NE,https://www.zillow.com/Omaha-NE
394943,23,"Orlando,FL",FL,Orlando,FL,https://www.zillow.com/Orlando-FL
394944,250,"Oshkosh,WI",WI,Oshkosh,WI,https://www.zillow.com/Oshkosh-WI
394952,72,"Oxnard,CA",CA,Oxnard,CA,https://www.zillow.com/Oxnard-CA
753911,607,"Ozark,AL",AL,Ozark,AL,https://www.zillow.com/Ozark-AL
394953,402,"Paducah,KY",KY,Paducah,KY,https://www.zillow.com/Paducah-KY
394955,463,"Palatka,FL",FL,Palatka,FL,https://www.zillow.com/Palatka-FL
394957,96,"PalmBay,FL",FL,PalmBay,FL,https://www.zillow.com/PalmBay-FL
394960,252,"PanamaCity,FL",FL,PanamaCity,FL,https://www.zillow.com/PanamaCity-FL
394964,412,"Parkersburg,WV",WV,Parkersburg,WV,https://www.zillow.com/Parkersburg-WV
394971,111,"Pensacola,FL",FL,Pensacola,FL,https://www.zillow.com/Pensacola-FL
